Isolate,Collection_time,Country,Nextstrain_clade,Source
hCoV-19/Serbia/Lipljan-005360911/2020.857/20B,2020.857,Serbia,20B,GISAID
hCoV-19/Mongolia/UB-8455/2020.321/20B,2020.321,Mongolia,20B,GISAID
hCoV-19/Kyrgyzstan/NRL-25169/2020.805/20B,2020.805,Kyrgyzstan,20B,GISAID
hCoV-19/env/Qingdao/IVDC-06-10/2020.731/20B,2020.731,env,20B,GISAID
hCoV-19/Qatar/QA-QU_18-5-2-H2/2021.152/20B,2021.152,Qatar,20B,GISAID
hCoV-19/SouthAfrica/KRISP-K004627/2020.835/20B,2020.835,SouthAfrica,20B,GISAID
hCoV-19/Singapore/1083nan/2020.747/20B,2020.747,Singapore,20B,GISAID
hCoV-19/Venezuela/VEN-89312/2020.253/20B,2020.253,Venezuela,20B,GISAID
hCoV-19/Latvia/1099/2020.761/20B,2020.761,Latvia,20B,GISAID
hCoV-19/Ireland/D-CFS9-231209/2020.444/20B,2020.444,Ireland,20B,GISAID
hCoV-19/Canada/Qc-L00293213/2020.736/20B,2020.736,Canada,20B,GISAID
hCoV-19/SouthAfrica/NHLS-UCT-GS-2336/2020.428/20B,2020.428,SouthAfrica,20B,GISAID
hCoV-19/Jordan/SEARCH-5466/2020.635/20B,2020.635,Jordan,20B,GISAID
hCoV-19/Jordan/SEARCH-5473/2020.641/20B,2020.641,Jordan,20B,GISAID
hCoV-19/Mongolia/19983/2021.084/20B,2021.084,Mongolia,20B,GISAID
hCoV-19/Mongolia/11700/2021.018/20B,2021.018,Mongolia,20B,GISAID
hCoV-19/Spain/CT-IBV-97009555/2020.551/20B,2020.551,Spain,20B,GISAID
hCoV-19/Nigeria/FC-CV533/2020.878/20B,2020.878,Nigeria,20B,GISAID
hCoV-19/Philippines/PH-PGC-02572/2021.04/20B,2021.04,Philippines,20B,GISAID
hCoV-19/Malaysia/IMR-WC124489/2020.564/20B,2020.564,Malaysia,20B,GISAID
hCoV-19/Philippines/PH-PGC-01947/2020.895/20B,2020.895,Philippines,20B,GISAID
hCoV-19/Nigeria/OS-CV307/2020.78/20B,2020.78,Nigeria,20B,GISAID
hCoV-19/NewZealand/21CH0007/2021.133/20B,2021.133,NewZealand,20B,GISAID
hCoV-19/Norway/OUS-01665/2021.105/20B,2021.105,Norway,20B,GISAID
hCoV-19/Poland/NIPH-NIH_ECDC-943/2021.155/20B,2021.155,Poland,20B,GISAID
hCoV-19/Iceland/11028/2021.018/20B,2021.018,Iceland,20B,GISAID
hCoV-19/Gabon/V0242/2020.881/20B,2020.881,Gabon,20B,GISAID
hCoV-19/Niger/ZR-306/2020.43/20B,2020.43,Niger,20B,GISAID
hCoV-19/SaudiArabia/KAIMRC-0000017/2021.007/20B,2021.007,SaudiArabia,20B,GISAID
hCoV-19/SaudiArabia/KAIMRC-S590/2021.122/20B,2021.122,SaudiArabia,20B,GISAID
hCoV-19/SaudiArabia/KAIMRC-S594/2021.084/20B,2021.084,SaudiArabia,20B,GISAID
hCoV-19/SaudiArabia/KAIMRC-S578/2021.084/20B,2021.084,SaudiArabia,20B,GISAID
hCoV-19/SaudiArabia/KAIMRC-S476/2021.103/20B,2021.103,SaudiArabia,20B,GISAID
hCoV-19/Mauritius/P-033852/2020.952/20B,2020.952,Mauritius,20B,GISAID
hCoV-19/Gabon/FF0867/2021.497/20B,2021.497,Gabon,20B,GISAID
hCoV-19/Gabon/EE0559/2021.418/20B,2021.418,Gabon,20B,GISAID
hCoV-19/Mauritius/N4656/2021.193/20B,2021.193,Mauritius,20B,GISAID
hCoV-19/Mauritius/P87341/2021.251/20B,2021.251,Mauritius,20B,GISAID
hCoV-19/Mauritius/198390/2021.418/20B,2021.418,Mauritius,20B,GISAID
hCoV-19/Mauritius/340928/2021.653/20B,2021.653,Mauritius,20B,GISAID
hCoV-19/Mauritius/285840/2021.538/20B,2021.538,Mauritius,20B,GISAID
hCoV-19/Mauritius/323798/2021.61/20B,2021.61,Mauritius,20B,GISAID
hCoV-19/Mauritius/282371/2021.536/20B,2021.536,Mauritius,20B,GISAID
hCoV-19/AntiguaandBarbuda/52171/2021.07/20B,2021.07,AntiguaandBarbuda,20B,GISAID
hCoV-19/Gabon/GG0216/2021.527/20B,2021.527,Gabon,20B,GISAID
hCoV-19/Gambia/0754J/2021.201/20B,2021.201,Gambia,20B,GISAID
hCoV-19/Angola/CERI-KRISP-K015470/2021.366/20B,2021.366,Angola,20B,GISAID
hCoV-19/Benin/462760/2021.516/20B,2021.516,Benin,20B,GISAID
hCoV-19/Togo/C5894/2021.067/20B,2021.067,Togo,20B,GISAID
hCoV-19/Senegal/11046385/2021.508/20B,2021.508,Senegal,20B,GISAID
hCoV-19/Gabon/5236/2021.344/20B,2021.344,Gabon,20B,GISAID
hCoV-19/USA/FL-CDC-ASC210067390/2021.278/20B,2021.278,USA,20B,GISAID
hCoV-19/Liechtenstein/FL-Risch-2150507728/2021.341/20B,2021.341,Liechtenstein,20B,GISAID
hCoV-19/Ecuador/178328/2021.01/20B,2021.01,Ecuador,20B,GISAID
hCoV-19/Bolivia/SAN-UPCH-0995/2021.023/20B,2021.023,Bolivia,20B,GISAID
hCoV-19/Venezuela/Car9011/2020.589/20B,2020.589,Venezuela,20B,GISAID
hCoV-19/Uruguay/RIV-M5/2020.343/20B,2020.343,Uruguay,20B,GISAID
hCoV-19/Chile/AN-267368/2020.971/20B,2020.971,Chile,20B,GISAID
hCoV-19/Paraguay/33612-R2/2020.867/20B,2020.867,Paraguay,20B,GISAID
hCoV-19/Paraguay/WOR12903A643/2020.466/20B,2020.466,Paraguay,20B,GISAID
hCoV-19/Paraguay/iics_11293/2021.21/20B,2021.21,Paraguay,20B,GISAID
hCoV-19/Argentina/PAIS-G0217/2021.111/20B,2021.111,Argentina,20B,GISAID
hCoV-19/Argentina/PAIS-H0112/2020.679/20B,2020.679,Argentina,20B,GISAID
hCoV-19/Argentina/UW21010858526/2021.021/20B,2021.021,Argentina,20B,GISAID
hCoV-19/Argentina/PAIS-J00002/2021.267/20B,2021.267,Argentina,20B,GISAID
hCoV-19/Uruguay/DLSP_648/2020.63/20B,2020.63,Uruguay,20B,GISAID
hCoV-19/Uruguay/DLSP_1734/2020.865/20B,2020.865,Uruguay,20B,GISAID
hCoV-19/Uruguay/DLSP_284/2020.534/20B,2020.534,Uruguay,20B,GISAID
hCoV-19/Brazil/AC-FIOCRUZ-34820/2020.687/20B,2020.687,Brazil,20B,GISAID
hCoV-19/Uruguay/DLSP_855/2020.712/20B,2020.712,Uruguay,20B,GISAID
hCoV-19/Uruguay/DLSP_1104/2020.791/20B,2020.791,Uruguay,20B,GISAID
hCoV-19/Brazil/SP-FMRP-151/2020.458/20B,2020.458,Brazil,20B,GISAID
hCoV-19/Guyana/50825/2020.993/20B,2020.993,Guyana,20B,GISAID
hCoV-19/Chile/BI-199851/2020.766/20B,2020.766,Chile,20B,GISAID
hCoV-19/Chile/RM-110508/2020.482/20B,2020.482,Chile,20B,GISAID
hCoV-19/Argentina/PAIS-A0690/2020.43/20B,2020.43,Argentina,20B,GISAID
hCoV-19/Bolivia/26939/2020.504/20B,2020.504,Bolivia,20B,GISAID
hCoV-19/Chile/AR-7926/2021.001/20B,2021.001,Chile,20B,GISAID
hCoV-19/Bolivia/26954/2020.193/20B,2020.193,Bolivia,20B,GISAID
hCoV-19/Jordan/SR-041/2020.209/20B,2020.209,Jordan,20B,GISAID
hCoV-19/USA/NY-MSHSPSP-PV21096/2020.755/20B,2020.755,USA,20B,GISAID
hCoV-19/USA/MI-UM-10036709269/2020.829/20B,2020.829,USA,20B,GISAID
hCoV-19/Mauritius/P4095/2021.026/20B,2021.026,Mauritius,20B,GISAID
hCoV-19/Poland/NIPH-NIH-05/2020.827/20B,2020.827,Poland,20B,GISAID
hCoV-19/NewZealand/20CV0496/2020.835/20B,2020.835,NewZealand,20B,GISAID
hCoV-19/Kyrgyzstan/NRL-28168/2020.857/20B,2020.857,Kyrgyzstan,20B,GISAID
hCoV-19/Lithuania/ID2718/2020.919/20B,2020.919,Lithuania,20B,GISAID
hCoV-19/Netherlands/NB-EMC-321/2020.512/20B,2020.512,Netherlands,20B,GISAID
hCoV-19/Mexico/GUA-InDRE-IBT-101/2020.425/20B,2020.425,Mexico,20B,GISAID
hCoV-19/Madagascar/IPM-30943/2020.633/20B,2020.633,Madagascar,20B,GISAID
hCoV-19/Ecuador/UEES-ECU642/2020.941/20B,2020.941,Ecuador,20B,GISAID
hCoV-19/Ecuador/UEES-ECU421/2020.682/20B,2020.682,Ecuador,20B,GISAID
hCoV-19/Peru/LIM-UPCH-1894/2021.032/20B,2021.032,Peru,20B,GISAID
hCoV-19/Bolivia/21738/2021.234/20B,2021.234,Bolivia,20B,GISAID
hCoV-19/Peru/UCA-INS-010/2021.149/20B,2021.149,Peru,20B,GISAID
hCoV-19/SouthAfrica/KRISP-K002740/2020.619/20B,2020.619,SouthAfrica,20B,GISAID
hCoV-19/Vietnam/PIHCM-8332/2020.952/20B,2020.952,Vietnam,20B,GISAID
hCoV-19/Vietnam/PIHCM-8324/2020.799/20B,2020.799,Vietnam,20B,GISAID
hCoV-19/Uzbekistan/Tashkent-CGB-02/2020.786/20B,2020.786,Uzbekistan,20B,GISAID
hCoV-19/Bolivia/SAN-UPCH-1072/2020.455/20B,2020.455,Bolivia,20B,GISAID
hCoV-19/Chile/AR-192891/2020.723/20B,2020.723,Chile,20B,GISAID
hCoV-19/Ghana/WACCBIP-GS277/2020.939/20B,2020.939,Ghana,20B,GISAID
hCoV-19/Ghana/WACCBIP-GS385/2020.818/20B,2020.818,Ghana,20B,GISAID
hCoV-19/Togo/BMC-50175-20/2020.725/20B,2020.725,Togo,20B,GISAID
hCoV-19/Ghana/WACCBIP-GS182/2020.646/20B,2020.646,Ghana,20B,GISAID
hCoV-19/Portugal/IGC_g142/2020.977/20B,2020.977,Portugal,20B,GISAID
hCoV-19/NorthMacedonia/29206/2020.977/20B,2020.977,NorthMacedonia,20B,GISAID
hCoV-19/NewZealand/20CV0653/2020.922/20B,2020.922,NewZealand,20B,GISAID
hCoV-19/Indonesia/BA-NIHRD-PME5833/2020.583/20B,2020.583,Indonesia,20B,GISAID
hCoV-19/Botswana/R8B9_BHP_AAB8155/2020.914/20B,2020.914,Botswana,20B,GISAID
hCoV-19/SouthAfrica/KRISP-K019353/2021.437/20B,2021.437,SouthAfrica,20B,GISAID
hCoV-19/Zimbabwe/ZW-25255/2020.627/20B,2020.627,Zimbabwe,20B,GISAID
hCoV-19/Russia/SPE-CSP-Spb-1742_S55/2020.665/20B,2020.665,Russia,20B,GISAID
hCoV-19/Estonia/152468/2021.155/20B,2021.155,Estonia,20B,GISAID
hCoV-19/NorthMacedonia/32922/2021.078/20B,2021.078,NorthMacedonia,20B,GISAID
hCoV-19/Kosovo/ChVir23116/2020.999/20B,2020.999,Kosovo,20B,GISAID
hCoV-19/Canada/NL-NML-2417/2020.376/20B,2020.376,Canada,20B,GISAID
hCoV-19/Portugal/R252/2020.398/20B,2020.398,Portugal,20B,GISAID
hCoV-19/Belgium/rega-0916974/2020.709/20B,2020.709,Belgium,20B,GISAID
hCoV-19/Ecuador/52872/2020.406/20B,2020.406,Ecuador,20B,GISAID
hCoV-19/USA/OH-SRL_254602759/2020.687/20B,2020.687,USA,20B,GISAID
hCoV-19/Netherlands/DR-EMC-10/2020.515/20B,2020.515,Netherlands,20B,GISAID
hCoV-19/Chile/RM-CMM-IN233883987/2020.646/20B,2020.646,Chile,20B,GISAID
hCoV-19/Brazil/PE-FIOCRUZ-IAM1805/2020.592/20B,2020.592,Brazil,20B,GISAID
hCoV-19/Canada/SK-NML-8815/2020.775/20B,2020.775,Canada,20B,GISAID
hCoV-19/UnitedArabEmirates/4283/2020.988/20B,2020.988,UnitedArabEmirates,20B,GISAID
hCoV-19/Brunei/7/2020.99/20B,2020.99,Brunei,20B,GISAID
hCoV-19/Russia/PNZ-CSP-17973_S70/2020.48/20B,2020.48,Russia,20B,GISAID
hCoV-19/Ukraine/HCL021165909501/2021.032/20B,2021.032,Ukraine,20B,GISAID
hCoV-19/Estonia/Cov1351/2020.78/20B,2020.78,Estonia,20B,GISAID
hCoV-19/Nigeria/OS-CV293/2020.515/20B,2020.515,Nigeria,20B,GISAID
hCoV-19/Taiwan/06-109-064485/2020.922/20B,2020.922,Taiwan,20B,GISAID
hCoV-19/Indonesia/JB-GS-WJHL-ITB-GS-304/2020.895/20B,2020.895,Indonesia,20B,GISAID
hCoV-19/SolomonIslands/SOL007/2020.878/20B,2020.878,SolomonIslands,20B,GISAID
hCoV-19/Nigeria/ISTH-E0211/2020.436/20B,2020.436,Nigeria,20B,GISAID
hCoV-19/Lithuania/MR-LUHS-Eilnr189/2020.57/20B,2020.57,Lithuania,20B,GISAID
hCoV-19/Lithuania/MR-LUHS-Eilnr172/2020.553/20B,2020.553,Lithuania,20B,GISAID
hCoV-19/Zimbabwe/ZW-25731/2020.627/20B,2020.627,Zimbabwe,20B,GISAID
hCoV-19/Peru/LIM-INS-746/2020.887/20B,2020.887,Peru,20B,GISAID
hCoV-19/Botswana/R8B41_BHP_AAA22769/2020.728/20B,2020.728,Botswana,20B,GISAID
hCoV-19/Vietnam/BMH-260321-HA/2021.232/20B,2021.232,Vietnam,20B,GISAID
hCoV-19/Australia/NSW-ICPMR-44517/2023.248/20B,2023.248,Australia,20B,GISAID
hCoV-19/Nepal/NPHL-S-1502/2022.264/21K-Omicron,2022.264,Nepal,21K-Omicron,GISAID
hCoV-19/Morocco/IPM20416608/2022.248/21K-Omicron,2022.248,Morocco,21K-Omicron,GISAID
hCoV-19/Rwanda/NRLNAT4277/2021.938/21K-Omicron,2021.938,Rwanda,21K-Omicron,GISAID
hCoV-19/Ghana/TRA-2309/2021.9/21K-Omicron,2021.9,Ghana,21K-Omicron,GISAID
hCoV-19/Mexico/GUA_IBT_IMSS_5909/2022.026/21K-Omicron,2022.026,Mexico,21K-Omicron,GISAID
hCoV-19/USA/AL-ADPH-ADPH_1380/2021.996/21K-Omicron,2021.996,USA,21K-Omicron,GISAID
hCoV-19/Congo/FCRM-180-14859/2022.015/21K-Omicron,2022.015,Congo,21K-Omicron,GISAID
hCoV-19/UnitedArabEmirates/BTC-10774/2022.163/21K-Omicron,2022.163,UnitedArabEmirates,21K-Omicron,GISAID
hCoV-19/Mexico/MOR_InDRE_FB7404_E17314427284_S11716/2022.051/21K-Omicron,2022.051,Mexico,21K-Omicron,GISAID
hCoV-19/Curacao/CW-RIVM-80685/2021.968/21K-Omicron,2021.968,Curacao,21K-Omicron,GISAID
hCoV-19/Bonaire/BQ-RIVM-82752/2022.012/21K-Omicron,2022.012,Bonaire,21K-Omicron,GISAID
hCoV-19/Mexico/CMX_InDRE_FB9133_E09314443652_S11883/2022.053/21K-Omicron,2022.053,Mexico,21K-Omicron,GISAID
hCoV-19/Canada/NB-CHUDGLD-270122-MM01309R/2022.073/21K-Omicron,2022.073,Canada,21K-Omicron,GISAID
hCoV-19/Guinea/LFHVG-G0508/2021.996/21K-Omicron,2021.996,Guinea,21K-Omicron,GISAID
hCoV-19/Liechtenstein/FL-Risch-2211202957/2022.001/21K-Omicron,2022.001,Liechtenstein,21K-Omicron,GISAID
hCoV-19/Mexico/TAM-INMEGEN-53-67/2022.045/21K-Omicron,2022.045,Mexico,21K-Omicron,GISAID
hCoV-19/USA/MI-SHMSU-E11_I_0357_42/2022.237/21K-Omicron,2022.237,USA,21K-Omicron,GISAID
hCoV-19/Nigeria/ISTH-E0042/2021.988/21K-Omicron,2021.988,Nigeria,21K-Omicron,GISAID
hCoV-19/USA/OK-OKPHL0014869/2022.24/21K-Omicron,2022.24,USA,21K-Omicron,GISAID
hCoV-19/Mexico/CMX-INER-IBT-1440/2021.988/21K-Omicron,2021.988,Mexico,21K-Omicron,GISAID
hCoV-19/Mongolia/1642/2022.095/21K-Omicron,2022.095,Mongolia,21K-Omicron,GISAID
hCoV-19/Venezuela/Voy1008/2022.034/21K-Omicron,2022.034,Venezuela,21K-Omicron,GISAID
hCoV-19/Denmark/DCGC-292850/2021.968/21K-Omicron,2021.968,Denmark,21K-Omicron,GISAID
hCoV-19/Turkey/HSGM-F18356/2022.037/21K-Omicron,2022.037,Turkey,21K-Omicron,GISAID
hCoV-19/SouthAfrica/NHLS-UCT-LA-Z755/2021.903/21K-Omicron,2021.903,SouthAfrica,21K-Omicron,GISAID
hCoV-19/Mexico/QUE_IBT_IMSS_1033770LCE-NC/2022.108/21K-Omicron,2022.108,Mexico,21K-Omicron,GISAID
hCoV-19/Romania/MS-4334/2022.056/21K-Omicron,2022.056,Romania,21K-Omicron,GISAID
hCoV-19/Mozambique/CERI-KRISP-K032746/2021.914/21K-Omicron,2021.914,Mozambique,21K-Omicron,GISAID
hCoV-19/Ethiopia/ILRI_COVM02887/2021.988/21K-Omicron,2021.988,Ethiopia,21K-Omicron,GISAID
hCoV-19/Angola/CERI-KRISP-K037026/2022.015/21K-Omicron,2022.015,Angola,21K-Omicron,GISAID
hCoV-19/ElSalvador/INC-LNSP-169/2022.059/21K-Omicron,2022.059,ElSalvador,21K-Omicron,GISAID
hCoV-19/Denmark/DCGC-287618/2021.958/21K-Omicron,2021.958,Denmark,21K-Omicron,GISAID
hCoV-19/Bulgaria/22BG-NC_014466_R24/2022.012/21K-Omicron,2022.012,Bulgaria,21K-Omicron,GISAID
hCoV-19/Maldives/MAV98829/2022.023/21K-Omicron,2022.023,Maldives,21K-Omicron,GISAID
hCoV-19/CaboVerde/1355/2022.007/21K-Omicron,2022.007,CaboVerde,21K-Omicron,GISAID
hCoV-19/CaboVerde/1434/2022.007/21K-Omicron,2022.007,CaboVerde,21K-Omicron,GISAID
hCoV-19/USA/AR-B016223/2022.281/21K-Omicron,2022.281,USA,21K-Omicron,GISAID
hCoV-19/USA/CA-CDPH-3000321237/2022.084/21K-Omicron,2022.084,USA,21K-Omicron,GISAID
hCoV-19/Aruba/AW-RIVM-77678/2021.96/21K-Omicron,2021.96,Aruba,21K-Omicron,GISAID
hCoV-19/Egypt/CPHL-21951/2022.122/21K-Omicron,2022.122,Egypt,21K-Omicron,GISAID
hCoV-19/Jordan/Biolab0653/2022.1/21K-Omicron,2022.1,Jordan,21K-Omicron,GISAID
hCoV-19/Kiribati/KIR054/2022.21/21K-Omicron,2022.21,Kiribati,21K-Omicron,GISAID
hCoV-19/Kiribati/KIR041/2022.064/21K-Omicron,2022.064,Kiribati,21K-Omicron,GISAID
hCoV-19/Australia/SA101615/2022.075/21K-Omicron,2022.075,Australia,21K-Omicron,GISAID
hCoV-19/Mozambique/B-13/11/2021.944/21K-Omicron,2021.944,Mozambique,21K-Omicron,GISAID
hCoV-19/SriLanka/aicbu3753/2022.015/21K-Omicron,2022.015,SriLanka,21K-Omicron,GISAID
hCoV-19/Portugal/PT25562/2022.023/21K-Omicron,2022.023,Portugal,21K-Omicron,GISAID
hCoV-19/Moldova/Nr-5666/2022.24/21K-Omicron,2022.24,Moldova,21K-Omicron,GISAID
hCoV-19/Australia/ACT3989/2022.163/21K-Omicron,2022.163,Australia,21K-Omicron,GISAID
hCoV-19/Australia/SA3643/2021.979/21K-Omicron,2021.979,Australia,21K-Omicron,GISAID
hCoV-19/Australia/WA1277/2022.086/21K-Omicron,2022.086,Australia,21K-Omicron,GISAID
hCoV-19/Australia/WA1896/2022.182/21K-Omicron,2022.182,Australia,21K-Omicron,GISAID
hCoV-19/Australia/NSW-ICPMR-21642/2022.136/21K-Omicron,2022.136,Australia,21K-Omicron,GISAID
hCoV-19/Panama/SEQ773/2021.949/21K-Omicron,2021.949,Panama,21K-Omicron,GISAID
hCoV-19/Cyprus/CING_71_0501_La/2022.012/21K-Omicron,2022.012,Cyprus,21K-Omicron,GISAID
hCoV-19/Australia/SA181220/2022.234/21K-Omicron,2022.234,Australia,21K-Omicron,GISAID
hCoV-19/Mexico/BCN-INMEGEN-51-216/2021.996/21K-Omicron,2021.996,Mexico,21K-Omicron,GISAID
hCoV-19/Benin/BJ-00386/2022.001/21K-Omicron,2022.001,Benin,21K-Omicron,GISAID
hCoV-19/Mozambique/PNV0073394-A168/2022.021/21K-Omicron,2022.021,Mozambique,21K-Omicron,GISAID
hCoV-19/Malawi/NHRL-COVseq0160/2021.922/21K-Omicron,2021.922,Malawi,21K-Omicron,GISAID
hCoV-19/Brazil/PE-NVBS13775GENOV828739078929/2022.086/21K-Omicron,2022.086,Brazil,21K-Omicron,GISAID
hCoV-19/Mexico/GUA_IBT_IMSS_5997/2022.034/21K-Omicron,2022.034,Mexico,21K-Omicron,GISAID
hCoV-19/Lesotho/N36066/2022.01/21K-Omicron,2022.01,Lesotho,21K-Omicron,GISAID
hCoV-19/Brazil/SP-HIAE-ID1044/2021.971/21K-Omicron,2021.971,Brazil,21K-Omicron,GISAID
hCoV-19/Paraguay/431494/2022.095/21K-Omicron,2022.095,Paraguay,21K-Omicron,GISAID
hCoV-19/Brazil/PR-FIOCRUZ-ICC1415/2022.026/21K-Omicron,2022.026,Brazil,21K-Omicron,GISAID
hCoV-19/Eswatini/N34070/2021.977/21K-Omicron,2021.977,Eswatini,21K-Omicron,GISAID
hCoV-19/Peru/AYA-INS-15345/2022.147/21K-Omicron,2022.147,Peru,21K-Omicron,GISAID
hCoV-19/Andorra/AND-253_220401278001_COV-GC/2022.1/21K-Omicron,2022.1,Andorra,21K-Omicron,GISAID
hCoV-19/Algeria/99824/2021.99/21K-Omicron,2021.99,Algeria,21K-Omicron,GISAID
hCoV-19/Madagascar/LA2M-179994/2021.947/21K-Omicron,2021.947,Madagascar,21K-Omicron,GISAID
hCoV-19/Zambia/ZMB-128421/2021.914/21K-Omicron,2021.914,Zambia,21K-Omicron,GISAID
hCoV-19/Mauritius/2644/2022.034/21K-Omicron,2022.034,Mauritius,21K-Omicron,GISAID
hCoV-19/Sudan/0058/2022.188/21K-Omicron,2022.188,Sudan,21K-Omicron,GISAID
hCoV-19/Israel/CVL-8002399/2022.037/21K-Omicron,2022.037,Israel,21K-Omicron,GISAID
hCoV-19/Andorra/AND-252_213641396501_COV-GC/2021.974/21K-Omicron,2021.974,Andorra,21K-Omicron,GISAID
hCoV-19/Rwanda/NRL/EK0701895/2021.985/21K-Omicron,2021.985,Rwanda,21K-Omicron,GISAID
hCoV-19/Austria/LB-R00056-S071/2022.059/21K-Omicron,2022.059,Austria,21K-Omicron,GISAID
hCoV-19/Belize/CML-478/2022.152/21K-Omicron,2022.152,Belize,21K-Omicron,GISAID
hCoV-19/Algeria/0198/2022.067/21K-Omicron,2022.067,Algeria,21K-Omicron,GISAID
hCoV-19/Kazakhstan/NLA_barcode86-16-MN908947_3/2022.075/21K-Omicron,2022.075,Kazakhstan,21K-Omicron,GISAID
hCoV-19/Montenegro/1291892202/2022.086/21K-Omicron,2022.086,Montenegro,21K-Omicron,GISAID
hCoV-19/Romania/CT-159ATI/2022.086/21K-Omicron,2022.086,Romania,21K-Omicron,GISAID
hCoV-19/Austria/AGES-628670/2022.086/21K-Omicron,2022.086,Austria,21K-Omicron,GISAID
hCoV-19/Finland/R-972/2022.007/21K-Omicron,2022.007,Finland,21K-Omicron,GISAID
hCoV-19/Greece/334449/2022.144/21K-Omicron,2022.144,Greece,21K-Omicron,GISAID
hCoV-19/Spain/MD-HUFA-220232/2022.149/21K-Omicron,2022.149,Spain,21K-Omicron,GISAID
hCoV-19/Lesotho/Ls-73862/2021.944/21K-Omicron,2021.944,Lesotho,21K-Omicron,GISAID
hCoV-19/Brazil/RJ-LNN08909/2022.199/21K-Omicron,2022.199,Brazil,21K-Omicron,GISAID
hCoV-19/Zambia/CHAZ-CHS0566/2021.971/21K-Omicron,2021.971,Zambia,21K-Omicron,GISAID
hCoV-19/Malawi/MLW-00418/2022.048/21K-Omicron,2022.048,Malawi,21K-Omicron,GISAID
hCoV-19/Vanuatu/VAN45/2022.278/21K-Omicron,2022.278,Vanuatu,21K-Omicron,GISAID
hCoV-19/Ecuador/USFQ-2546/2022.021/21K-Omicron,2022.021,Ecuador,21K-Omicron,GISAID
hCoV-19/Zimbabwe/S_3099_B55/2021.955/21K-Omicron,2021.955,Zimbabwe,21K-Omicron,GISAID
hCoV-19/Malawi/MLW-00456/2022.089/21K-Omicron,2022.089,Malawi,21K-Omicron,GISAID
hCoV-19/Iran/AN065//2021.977/21K-Omicron,2021.977,Iran,21K-Omicron,GISAID
hCoV-19/Colombia/VAC-LC-22010506621/2022.012/21K-Omicron,2022.012,Colombia,21K-Omicron,GISAID
hCoV-19/HongKong/WHP5189-S4-iseq/2022.021/21K-Omicron,2022.021,HongKong,21K-Omicron,GISAID
hCoV-19/DominicanRepublic/1859047-LNSPDD/2022.012/21K-Omicron,2022.012,DominicanRepublic,21K-Omicron,GISAID
hCoV-19/Guatemala/4330-LNS/2022.218/21K-Omicron,2022.218,Guatemala,21K-Omicron,GISAID
hCoV-19/Ecuador/NIC-INSPI-403254/2022.147/21K-Omicron,2022.147,Ecuador,21K-Omicron,GISAID
hCoV-19/Guatemala/INC-LNS-256/2022.103/21K-Omicron,2022.103,Guatemala,21K-Omicron,GISAID
hCoV-19/Chile/AP-2465/2022.004/21K-Omicron,2022.004,Chile,21K-Omicron,GISAID
hCoV-19/Argentina/PAIS-G0776/2022.01/21K-Omicron,2022.01,Argentina,21K-Omicron,GISAID
hCoV-19/Ethiopia/ILRI_COVM02904/2021.988/21K-Omicron,2021.988,Ethiopia,21K-Omicron,GISAID
hCoV-19/CentralAfricanRepublic/LNBCSP081/2021.996/21K-Omicron,2021.996,CentralAfricanRepublic,21K-Omicron,GISAID
hCoV-19/Eswatini/N22795/2021.911/21K-Omicron,2021.911,Eswatini,21K-Omicron,GISAID
hCoV-19/Algeria/92827/2021.914/21K-Omicron,2021.914,Algeria,21K-Omicron,GISAID
hCoV-19/EastTimor/898261/2022.084/21K-Omicron,2022.084,EastTimor,21K-Omicron,GISAID
hCoV-19/Guinea-Bissau/82J1827DE/2022.001/21K-Omicron,2022.001,Guinea-Bissau,21K-Omicron,GISAID
hCoV-19/India/LA-NCDC-7909162/2022.01/21K-Omicron,2022.01,India,21K-Omicron,GISAID
hCoV-19/France/OCC-GENBIO-56290310444/2022.084/21K-Omicron,2022.084,France,21K-Omicron,GISAID
hCoV-19/Aruba/AW-RIVM-88572/2022.133/21K-Omicron,2022.133,Aruba,21K-Omicron,GISAID
hCoV-19/Togo/NMIMR-TGS-968/2021.979/21K-Omicron,2021.979,Togo,21K-Omicron,GISAID
hCoV-19/Coted-Ivoire/NMIMR-633358/2021.979/21K-Omicron,2021.979,Coted-Ivoire,21K-Omicron,GISAID
hCoV-19/Iran/AP1889/2022.095/21K-Omicron,2022.095,Iran,21K-Omicron,GISAID
hCoV-19/Malawi/MLW-00459/2022.125/21K-Omicron,2022.125,Malawi,21K-Omicron,GISAID
hCoV-19/Morocco/IPM20401712/2022.032/21K-Omicron,2022.032,Morocco,21K-Omicron,GISAID
hCoV-19/Iran/AP183/2022.089/21K-Omicron,2022.089,Iran,21K-Omicron,GISAID
hCoV-19/Pakistan/NIH-B90-S1/2022.188/21K-Omicron,2022.188,Pakistan,21K-Omicron,GISAID
hCoV-19/Kenya/ILRI_COVM02495/2021.999/21K-Omicron,2021.999,Kenya,21K-Omicron,GISAID
hCoV-19/Hunan/YJ5120/2021.958/21K-Omicron,2021.958,Hunan,21K-Omicron,GISAID
hCoV-19/Pakistan/AKU-MAY-R-ILL-56/2022.034/21K-Omicron,2022.034,Pakistan,21K-Omicron,GISAID
hCoV-19/Belize/CML-303/2021.977/21K-Omicron,2021.977,Belize,21K-Omicron,GISAID
hCoV-19/HongKong/HKU-220213-209/2021.947/21K-Omicron,2021.947,HongKong,21K-Omicron,GISAID
