Isolate,Collection_time,Country,Nextstrain_clade,Source
hCoV-19/CostaRica/INC-4308-754099/2022.333/21L-Omicron,2022.333,CostaRica,21L-Omicron,GISAID
hCoV-19/Mexico/CHP_InDRE_FB14070_E07316786946_S13225/2022.311/21L-Omicron,2022.311,Mexico,21L-Omicron,GISAID
hCoV-19/Panama/SEQ1183-GMI/2022.393/21L-Omicron,2022.393,Panama,21L-Omicron,GISAID
hCoV-19/Venezuela/Car9661/2022.44/21L-Omicron,2022.44,Venezuela,21L-Omicron,GISAID
hCoV-19/Venezuela/Dtt938/2022.341/21L-Omicron,2022.341,Venezuela,21L-Omicron,GISAID
hCoV-19/Colombia/VAC-SYN-21084476/2022.193/21L-Omicron,2022.193,Colombia,21L-Omicron,GISAID
hCoV-19/Spain/MD-HGUGM-6596155/2022.314/21L-Omicron,2022.314,Spain,21L-Omicron,GISAID
hCoV-19/NorthMacedonia/IPH-MKD-5547/2022.264/21L-Omicron,2022.264,NorthMacedonia,21L-Omicron,GISAID
hCoV-19/NorthMacedonia/IPH-MKD-153/2022.193/21L-Omicron,2022.193,NorthMacedonia,21L-Omicron,GISAID
hCoV-19/Brazil/RJ-NVBS19743GENOV702220478644/2022.36/21L-Omicron,2022.36,Brazil,21L-Omicron,GISAID
hCoV-19/Thailand/DMSc-10924/2022.429/21L-Omicron,2022.429,Thailand,21L-Omicron,GISAID
hCoV-19/PuertoRico/PR-CDC-2-6050666/2022.338/21L-Omicron,2022.338,PuertoRico,21L-Omicron,GISAID
hCoV-19/Thailand/DMSc-10903/2022.421/21L-Omicron,2022.421,Thailand,21L-Omicron,GISAID
hCoV-19/Curacao/CW-RIVM-103902/2022.459/21L-Omicron,2022.459,Curacao,21L-Omicron,GISAID
hCoV-19/Guatemala/7146-LNS/2022.478/21L-Omicron,2022.478,Guatemala,21L-Omicron,GISAID
hCoV-19/Lebanon/GS-225/2022.089/21L-Omicron,2022.089,Lebanon,21L-Omicron,GISAID
hCoV-19/Mongolia/Bayan-Ulgii-3710/2022.377/21L-Omicron,2022.377,Mongolia,21L-Omicron,GISAID
hCoV-19/Guatemala/4611-LNS/2022.322/21L-Omicron,2022.322,Guatemala,21L-Omicron,GISAID
hCoV-19/DominicanRepublic/2018375-LNSPDD/2022.505/21L-Omicron,2022.505,DominicanRepublic,21L-Omicron,GISAID
hCoV-19/Australia/SA149214/2022.185/21L-Omicron,2022.185,Australia,21L-Omicron,GISAID
hCoV-19/Ukraine/Dnipro_200/2022.295/21L-Omicron,2022.295,Ukraine,21L-Omicron,GISAID
hCoV-19/Morocco/728/2022.242/21L-Omicron,2022.242,Morocco,21L-Omicron,GISAID
hCoV-19/Guinea/CERFIG-36856/2022.259/21L-Omicron,2022.259,Guinea,21L-Omicron,GISAID
hCoV-19/Argentina/PAIS-A1553/2022.568/21L-Omicron,2022.568,Argentina,21L-Omicron,GISAID
hCoV-19/Canada/PE-NML-434029/2022.36/21L-Omicron,2022.36,Canada,21L-Omicron,GISAID
hCoV-19/Azerbaijan/un-ChVir28824/2022.111/21L-Omicron,2022.111,Azerbaijan,21L-Omicron,GISAID
hCoV-19/Poland/PZH-UMB-17833/2022.234/21L-Omicron,2022.234,Poland,21L-Omicron,GISAID
hCoV-19/Portugal/PT33174/2022.297/21L-Omicron,2022.297,Portugal,21L-Omicron,GISAID
hCoV-19/Panama/M235396-GMI/2022.363/21L-Omicron,2022.363,Panama,21L-Omicron,GISAID
hCoV-19/Serbia/K891906-04/2022.248/21L-Omicron,2022.248,Serbia,21L-Omicron,GISAID
hCoV-19/Norway/21391/2022.314/21L-Omicron,2022.314,Norway,21L-Omicron,GISAID
hCoV-19/Austria/CeMM28866/2022.314/21L-Omicron,2022.314,Austria,21L-Omicron,GISAID
hCoV-19/Botswana/R84B52_BHP_AAC63268/2022.089/21L-Omicron,2022.089,Botswana,21L-Omicron,GISAID
hCoV-19/Serbia/K917854-05/2022.36/21L-Omicron,2022.36,Serbia,21L-Omicron,GISAID
hCoV-19/Paraguay/450372/2022.297/21L-Omicron,2022.297,Paraguay,21L-Omicron,GISAID
hCoV-19/USA/TN-ASC-210727573/2022.286/21L-Omicron,2022.286,USA,21L-Omicron,GISAID
hCoV-19/Aruba/AW-RIVM-97444/2022.248/21L-Omicron,2022.248,Aruba,21L-Omicron,GISAID
hCoV-19/Aruba/AW-RIVM-126327/2022.842/21L-Omicron,2022.842,Aruba,21L-Omicron,GISAID
hCoV-19/Pakistan/NIH-B47-S2/2022.3/21L-Omicron,2022.3,Pakistan,21L-Omicron,GISAID
hCoV-19/Austria/LB-R00059-S043/2022.092/21L-Omicron,2022.092,Austria,21L-Omicron,GISAID
hCoV-19/SriLanka/aicbu5514/2022.341/21L-Omicron,2022.341,SriLanka,21L-Omicron,GISAID
hCoV-19/Greece/Crete-185/2022.355/21L-Omicron,2022.355,Greece,21L-Omicron,GISAID
hCoV-19/Uganda/473/2022.421/21L-Omicron,2022.421,Uganda,21L-Omicron,GISAID
hCoV-19/Uganda/UVRI_KBK2787/2022.316/21L-Omicron,2022.316,Uganda,21L-Omicron,GISAID
hCoV-19/Pakistan/NIH-B104-S20/2022.632/21L-Omicron,2022.632,Pakistan,21L-Omicron,GISAID
hCoV-19/Argentina/INEI120641/2022.412/21L-Omicron,2022.412,Argentina,21L-Omicron,GISAID
hCoV-19/BosniaandHerzegovina/AGCK1418/2022.182/21L-Omicron,2022.182,BosniaandHerzegovina,21L-Omicron,GISAID
hCoV-19/Israel/ICH-741204353/2022.182/21L-Omicron,2022.182,Israel,21L-Omicron,GISAID
hCoV-19/Slovenia/23-026957-MB/2022.347/21L-Omicron,2022.347,Slovenia,21L-Omicron,GISAID
hCoV-19/PuertoRico/PR-ASC-210728347/2022.281/21L-Omicron,2022.281,PuertoRico,21L-Omicron,GISAID
hCoV-19/USA/WI-MHDL-2022040151/2022.237/21L-Omicron,2022.237,USA,21L-Omicron,GISAID
hCoV-19/Bulgaria/22BG-EU_021097_Pl199/2022.36/21L-Omicron,2022.36,Bulgaria,21L-Omicron,GISAID
hCoV-19/Turkey/ASH40/2022.193/21L-Omicron,2022.193,Turkey,21L-Omicron,GISAID
hCoV-19/BosniaandHerzegovina/AGC2244/2022.163/21L-Omicron,2022.163,BosniaandHerzegovina,21L-Omicron,GISAID
hCoV-19/Moldova/Nr_18998/2022.678/21L-Omicron,2022.678,Moldova,21L-Omicron,GISAID
hCoV-19/SriLanka/aicbu4726/2022.122/21L-Omicron,2022.122,SriLanka,21L-Omicron,GISAID
hCoV-19/Curacao/CW-RIVM-102258/2022.404/21L-Omicron,2022.404,Curacao,21L-Omicron,GISAID
hCoV-19/Curacao/CW-RIVM-96597/2022.251/21L-Omicron,2022.251,Curacao,21L-Omicron,GISAID
hCoV-19/Paraguay/458864/2022.355/21L-Omicron,2022.355,Paraguay,21L-Omicron,GISAID
hCoV-19/France/HDF-IPP26818/2022.237/21L-Omicron,2022.237,France,21L-Omicron,GISAID
hCoV-19/Turkey/HSGM-IST-02637/2022.473/21L-Omicron,2022.473,Turkey,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV2346/2022.138/21L-Omicron,2022.138,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CH2098/2022.221/21L-Omicron,2022.221,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CH3917/2022.355/21L-Omicron,2022.355,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22MV2671/2022.385/21L-Omicron,2022.385,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV6901/2022.388/21L-Omicron,2022.388,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22MV2133/2022.3/21L-Omicron,2022.3,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV3611/2022.256/21L-Omicron,2022.256,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV4255/2022.319/21L-Omicron,2022.319,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV5006/2022.39/21L-Omicron,2022.39,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV4323/2022.322/21L-Omicron,2022.322,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CH2759/2022.27/21L-Omicron,2022.27,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV6246/2022.445/21L-Omicron,2022.445,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22YA0376/2022.527/21L-Omicron,2022.527,NewZealand,21L-Omicron,GISAID
hCoV-19/Laos/LOMWRU-0185/2022.237/21L-Omicron,2022.237,Laos,21L-Omicron,GISAID
hCoV-19/Romania/B-20447/2022.393/21L-Omicron,2022.393,Romania,21L-Omicron,GISAID
hCoV-19/Australia/NSW-ICPMR-22871/2022.221/21L-Omicron,2022.221,Australia,21L-Omicron,GISAID
hCoV-19/NewZealand/22CH2198/2022.21/21L-Omicron,2022.21,NewZealand,21L-Omicron,GISAID
hCoV-19/Bonaire/BQ-RIVM-103980/2022.462/21L-Omicron,2022.462,Bonaire,21L-Omicron,GISAID
hCoV-19/Kenya/SS9263/2022.404/21L-Omicron,2022.404,Kenya,21L-Omicron,GISAID
hCoV-19/Malaysia/MGVI_GS0865/2022.053/21L-Omicron,2022.053,Malaysia,21L-Omicron,GISAID
hCoV-19/USA/DE-DHSS-B1204163/2022.393/21L-Omicron,2022.393,USA,21L-Omicron,GISAID
hCoV-19/PuertoRico/PR-ASC-210726045/2022.275/21L-Omicron,2022.275,PuertoRico,21L-Omicron,GISAID
hCoV-19/Georgia/Tb-sNGS5126/2022.281/21L-Omicron,2022.281,Georgia,21L-Omicron,GISAID
hCoV-19/Peru/LIM-INS-16683/2022.289/21L-Omicron,2022.289,Peru,21L-Omicron,GISAID
hCoV-19/Suriname/SR-1005/2022.204/21L-Omicron,2022.204,Suriname,21L-Omicron,GISAID
hCoV-19/Suriname/SR-1046/2022.347/21L-Omicron,2022.347,Suriname,21L-Omicron,GISAID
hCoV-19/Mexico/SLP_IBT_IMSS_7392/2022.412/21L-Omicron,2022.412,Mexico,21L-Omicron,GISAID
hCoV-19/Suriname/SR-1034/2022.325/21L-Omicron,2022.325,Suriname,21L-Omicron,GISAID
hCoV-19/Kuwait/Jaber2220215878/2022.445/21L-Omicron,2022.445,Kuwait,21L-Omicron,GISAID
hCoV-19/HongKong/HK-HKPU-PU22TM234757/2022.095/21L-Omicron,2022.095,HongKong,21L-Omicron,GISAID
hCoV-19/SaudiArabia/KAU_CEBR_C62/2022.262/21L-Omicron,2022.262,SaudiArabia,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV7143/2022.475/21L-Omicron,2022.475,NewZealand,21L-Omicron,GISAID
hCoV-19/Tunisia/332022/2022.204/21L-Omicron,2022.204,Tunisia,21L-Omicron,GISAID
hCoV-19/USA/TX-HMH-M-96806/2022.3/21L-Omicron,2022.3,USA,21L-Omicron,GISAID
hCoV-19/TrinidadandTobago/168544/2022.404/21L-Omicron,2022.404,TrinidadandTobago,21L-Omicron,GISAID
hCoV-19/Bulgaria/22BG-EU_020992_Pl198/2022.314/21L-Omicron,2022.314,Bulgaria,21L-Omicron,GISAID
hCoV-19/Guangxi/GCDC-BS-2201/2022.316/21L-Omicron,2022.316,Guangxi,21L-Omicron,GISAID
hCoV-19/Brazil/SC-FIOCRUZ-16026/2022.44/21L-Omicron,2022.44,Brazil,21L-Omicron,GISAID
hCoV-19/Bulgaria/22BG-EU_020550_Pl194/2022.232/21L-Omicron,2022.232,Bulgaria,21L-Omicron,GISAID
hCoV-19/Netherlands/NH-AUMC-019107/2022.341/21L-Omicron,2022.341,Netherlands,21L-Omicron,GISAID
hCoV-19/Uruguay/DLSP_2156/2022.358/21L-Omicron,2022.358,Uruguay,21L-Omicron,GISAID
hCoV-19/Ecuador/USFQ-3376/2022.363/21L-Omicron,2022.363,Ecuador,21L-Omicron,GISAID
hCoV-19/CaboVerde/ST1402/2022.264/21L-Omicron,2022.264,CaboVerde,21L-Omicron,GISAID
hCoV-19/USA/RI-CDC-LC0585067/2022.284/21L-Omicron,2022.284,USA,21L-Omicron,GISAID
hCoV-19/Russia/MOW-PMVL-DZ-58320579185/2022.201/21L-Omicron,2022.201,Russia,21L-Omicron,GISAID
hCoV-19/SriLanka/aicbu5515/2022.333/21L-Omicron,2022.333,SriLanka,21L-Omicron,GISAID
hCoV-19/Spain/RI-CIBIR-228055104-Run38/2022.204/21L-Omicron,2022.204,Spain,21L-Omicron,GISAID
hCoV-19/Australia/NSW-ICPMR-22023/2022.188/21L-Omicron,2022.188,Australia,21L-Omicron,GISAID
hCoV-19/Singapore/2799/2022.163/21L-Omicron,2022.163,Singapore,21L-Omicron,GISAID
hCoV-19/USA/NJ-CDC-QDX35135912/2022.221/21L-Omicron,2022.221,USA,21L-Omicron,GISAID
hCoV-19/Nepal/NPHL-S-1783/2022.623/21L-Omicron,2022.623,Nepal,21L-Omicron,GISAID
hCoV-19/DRC/GOM-035/2022.103/21L-Omicron,2022.103,DRC,21L-Omicron,GISAID
hCoV-19/India/TN-CDFD-W7-347/2022.319/21L-Omicron,2022.319,India,21L-Omicron,GISAID
hCoV-19/India/GJ-INSACOG-GBRC7101/2022.388/21L-Omicron,2022.388,India,21L-Omicron,GISAID
hCoV-19/Portugal/PT30602/2022.199/21L-Omicron,2022.199,Portugal,21L-Omicron,GISAID
hCoV-19/Australia/ACT3957/2022.158/21L-Omicron,2022.158,Australia,21L-Omicron,GISAID
hCoV-19/Venezuela/Dtto939/2022.256/21L-Omicron,2022.256,Venezuela,21L-Omicron,GISAID
hCoV-19/NewZealand/22MV2116/2022.297/21L-Omicron,2022.297,NewZealand,21L-Omicron,GISAID
hCoV-19/Australia/SA240692/2022.292/21L-Omicron,2022.292,Australia,21L-Omicron,GISAID
hCoV-19/Australia/SA310045/2022.382/21L-Omicron,2022.382,Australia,21L-Omicron,GISAID
hCoV-19/Singapore/2918/2022.179/21L-Omicron,2022.179,Singapore,21L-Omicron,GISAID
hCoV-19/Canada/SK-RRPL-430534/2022.316/21L-Omicron,2022.316,Canada,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV5814/2022.448/21L-Omicron,2022.448,NewZealand,21L-Omicron,GISAID
hCoV-19/Colombia/ANT-CWOHC-VG-SEC03643C/2022.388/21L-Omicron,2022.388,Colombia,21L-Omicron,GISAID
hCoV-19/TrinidadandTobago/153748/2022.278/21L-Omicron,2022.278,TrinidadandTobago,21L-Omicron,GISAID
hCoV-19/PuertoRico/PR-ASC-210836628/2022.284/21L-Omicron,2022.284,PuertoRico,21L-Omicron,GISAID
hCoV-19/India/RJ-SMS-ICMR-INSACOG-TS-8465/2022.103/21L-Omicron,2022.103,India,21L-Omicron,GISAID
hCoV-19/Mauritius/N43441/2022.278/21L-Omicron,2022.278,Mauritius,21L-Omicron,GISAID
hCoV-19/Netherlands/ZH-NMDL-01472/2022.223/21L-Omicron,2022.223,Netherlands,21L-Omicron,GISAID
hCoV-19/Spain/IB-HUSE-05292/2022.355/21L-Omicron,2022.355,Spain,21L-Omicron,GISAID
hCoV-19/Maldives/MAV192025/2022.319/21L-Omicron,2022.319,Maldives,21L-Omicron,GISAID
hCoV-19/Croatia/32837/2022.185/21L-Omicron,2022.185,Croatia,21L-Omicron,GISAID
hCoV-19/NewZealand/22YA1458/2022.582/21L-Omicron,2022.582,NewZealand,21L-Omicron,GISAID
hCoV-19/Panama/M252264-GMI/2022.473/22C-Omicron,2022.473,Panama,22C-Omicron,GISAID
hCoV-19/USA/OR-OHSU-221091189/2022.253/22C-Omicron,2022.253,USA,22C-Omicron,GISAID
hCoV-19/USA/ME-HETL-J15577/2022.415/22C-Omicron,2022.415,USA,22C-Omicron,GISAID
hCoV-19/Canada/AB-ABPHL-64904/2022.281/22C-Omicron,2022.281,Canada,22C-Omicron,GISAID
hCoV-19/Panama/M255520-GMI/2022.505/22C-Omicron,2022.505,Panama,22C-Omicron,GISAID
hCoV-19/Mexico/GRO_IBT_IMSS_7895/2022.412/22C-Omicron,2022.412,Mexico,22C-Omicron,GISAID
hCoV-19/USA/MO-CDC-QDX38153711/2022.451/22C-Omicron,2022.451,USA,22C-Omicron,GISAID
hCoV-19/U.S.VirginIslands/VI-CDC-2-6110791/2022.399/22C-Omicron,2022.399,U.S.VirginIslands,22C-Omicron,GISAID
hCoV-19/USA/MD-CDC-LC0598134/2022.311/22C-Omicron,2022.311,USA,22C-Omicron,GISAID
hCoV-19/SintMaarten/SX-RIVM-106966/2022.505/22C-Omicron,2022.505,SintMaarten,22C-Omicron,GISAID
hCoV-19/USA/AZ-ASU73735/2022.355/22C-Omicron,2022.355,USA,22C-Omicron,GISAID
hCoV-19/USA/CA-CDC-STM-YWCPPRMJW/2022.407/22C-Omicron,2022.407,USA,22C-Omicron,GISAID
hCoV-19/Iceland/E4433/2022.325/22C-Omicron,2022.325,Iceland,22C-Omicron,GISAID
hCoV-19/Singapore/5459/2022.377/22C-Omicron,2022.377,Singapore,22C-Omicron,GISAID
hCoV-19/ElSalvador/INC-LNSP-231/2022.415/22C-Omicron,2022.415,ElSalvador,22C-Omicron,GISAID
hCoV-19/ElSalvador/INC-LNSP-300/2022.544/22C-Omicron,2022.544,ElSalvador,22C-Omicron,GISAID
hCoV-19/England/LSPA-3DF9356/2022.333/22C-Omicron,2022.333,England,22C-Omicron,GISAID
hCoV-19/USA/NV-CDC-QDX37300284/2022.39/22C-Omicron,2022.39,USA,22C-Omicron,GISAID
hCoV-19/USA/VA-VTVAS3-GSC34467/2022.303/22C-Omicron,2022.303,USA,22C-Omicron,GISAID
hCoV-19/Morocco/IPM20420073/2022.448/22C-Omicron,2022.448,Morocco,22C-Omicron,GISAID
hCoV-19/Austria/LB-R00080-S167/2022.41/22C-Omicron,2022.41,Austria,22C-Omicron,GISAID
hCoV-19/Guatemala/7847-LNS/2022.497/22C-Omicron,2022.497,Guatemala,22C-Omicron,GISAID
hCoV-19/ElSalvador/INC-LNSP-263/2022.536/22C-Omicron,2022.536,ElSalvador,22C-Omicron,GISAID
hCoV-19/USA/NY-CDC-LC0741914/2022.475/22C-Omicron,2022.475,USA,22C-Omicron,GISAID
hCoV-19/Hungary/MBL-14717/2022.486/22C-Omicron,2022.486,Hungary,22C-Omicron,GISAID
hCoV-19/Mexico/GUA_LANGEBIO_IMSS_9113/2022.44/22C-Omicron,2022.44,Mexico,22C-Omicron,GISAID
hCoV-19/USA/VA-CDC-QDX37345457/2022.393/22C-Omicron,2022.393,USA,22C-Omicron,GISAID
hCoV-19/USA/ID-USAFSAM-S17505/2022.451/22C-Omicron,2022.451,USA,22C-Omicron,GISAID
hCoV-19/Bermuda/WR-NYGC-JUN-15193-MKMU776/2022.47/22C-Omicron,2022.47,Bermuda,22C-Omicron,GISAID
hCoV-19/USA/MD-CDC-LC0727817/2022.47/22C-Omicron,2022.47,USA,22C-Omicron,GISAID
hCoV-19/Greece/27288/2022.47/22C-Omicron,2022.47,Greece,22C-Omicron,GISAID
hCoV-19/Guatemala/8038-LNS/2022.533/22C-Omicron,2022.533,Guatemala,22C-Omicron,GISAID
hCoV-19/Tianjin/TJCDC-1036/2022.549/21L-Omicron,2022.549,Tianjin,21L-Omicron,GISAID
hCoV-19/India/WB-INSACOG-1931503215316/2022.495/21L-Omicron,2022.495,India,21L-Omicron,GISAID
hCoV-19/Italy/SIC-CQRC-3423006608/2023.122/21L-Omicron,2023.122,Italy,21L-Omicron,GISAID
hCoV-19/Australia/WA11350/2023.086/21L-Omicron,2023.086,Australia,21L-Omicron,GISAID
hCoV-19/Australia/VIC81380/2023.103/21L-Omicron,2023.103,Australia,21L-Omicron,GISAID
hCoV-19/Australia/SA522456/2023.114/21L-Omicron,2023.114,Australia,21L-Omicron,GISAID
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2118/2022.695/22D-Omicron,2022.695,India,22D-Omicron,GISAID
hCoV-19/Venezuela/Dtt0866/2022.84/22D-Omicron,2022.84,Venezuela,22D-Omicron,GISAID
hCoV-19/Qatar/QU.18.64.A7/2022.705/22D-Omicron,2022.705,Qatar,22D-Omicron,GISAID
hCoV-19/Uganda/737/2022.76/22D-Omicron,2022.76,Uganda,22D-Omicron,GISAID
hCoV-19/Nepal/NPHL-S-1916/2022.782/22D-Omicron,2022.782,Nepal,22D-Omicron,GISAID
hCoV-19/Bhutan/RCDC-0025/2023.029/22D-Omicron,2023.029,Bhutan,22D-Omicron,GISAID
hCoV-19/SintMaarten/SX-RIVM-125218/2023.026/22D-Omicron,2023.026,SintMaarten,22D-Omicron,GISAID
hCoV-19/NewZealand/22ZA5760/2022.966/22D-Omicron,2022.966,NewZealand,22D-Omicron,GISAID
hCoV-19/Finland/THL-03833/2023.207/22D-Omicron,2023.207,Finland,22D-Omicron,GISAID
hCoV-19/NewZealand/23YA0651/2023.053/22D-Omicron,2023.053,NewZealand,22D-Omicron,GISAID
hCoV-19/NewZealand/22YA4873/2022.911/22D-Omicron,2022.911,NewZealand,22D-Omicron,GISAID
hCoV-19/NewZealand/23YA0280/2023.01/22D-Omicron,2023.01,NewZealand,22D-Omicron,GISAID
hCoV-19/NewZealand/23YA0604/2023.042/22D-Omicron,2023.042,NewZealand,22D-Omicron,GISAID
hCoV-19/NewZealand/22YA4598/2022.886/22D-Omicron,2022.886,NewZealand,22D-Omicron,GISAID
hCoV-19/NewZealand/22XA6807/2022.949/22D-Omicron,2022.949,NewZealand,22D-Omicron,GISAID
hCoV-19/Australia/NSW-ICPMR-36786/2022.851/22D-Omicron,2022.851,Australia,22D-Omicron,GISAID
hCoV-19/Australia/ACT10111/2022.971/22D-Omicron,2022.971,Australia,22D-Omicron,GISAID
hCoV-19/NewZealand/23XA1743/2023.215/22D-Omicron,2023.215,NewZealand,22D-Omicron,GISAID
hCoV-19/Mauritius/60361/2022.903/22D-Omicron,2022.903,Mauritius,22D-Omicron,GISAID
hCoV-19/Australia/TAS005321/2023.221/22D-Omicron,2023.221,Australia,22D-Omicron,GISAID
hCoV-19/Spain/MD-HGUGM-7467660/2023.092/22D-Omicron,2023.092,Spain,22D-Omicron,GISAID
hCoV-19/Finland/THL-03294/2023.168/22D-Omicron,2023.168,Finland,22D-Omicron,GISAID
hCoV-19/Australia/VIC82287/2023.221/22D-Omicron,2023.221,Australia,22D-Omicron,GISAID
hCoV-19/Austria/AGES-1114563/2023.1/22D-Omicron,2023.1,Austria,22D-Omicron,GISAID
hCoV-19/Mexico/HGO-INER-IBT-2425/2023.133/22D-Omicron,2023.133,Mexico,22D-Omicron,GISAID
hCoV-19/Australia/NSW-ICPMR-44491/2023.24/22D-Omicron,2023.24,Australia,22D-Omicron,GISAID
hCoV-19/NewZealand/23XA1701/2023.218/22D-Omicron,2023.218,NewZealand,22D-Omicron,GISAID
hCoV-19/Australia/QLD0x012EA9/2023.097/22D-Omicron,2023.097,Australia,22D-Omicron,GISAID
hCoV-19/NewZealand/23YA1158/2023.105/22D-Omicron,2023.105,NewZealand,22D-Omicron,GISAID
hCoV-19/Australia/VIC80547/2023.04/22D-Omicron,2023.04,Australia,22D-Omicron,GISAID
hCoV-19/NewZealand/23ZA1208/2023.188/22D-Omicron,2023.188,NewZealand,22D-Omicron,GISAID
hCoV-19/SouthKorea/KDCA153651/2022.812/22D-Omicron,2022.812,SouthKorea,22D-Omicron,GISAID
hCoV-19/Bahrain/CDL-750704039/2022.914/22D-Omicron,2022.914,Bahrain,22D-Omicron,GISAID
hCoV-19/Bhutan/RCDC-0015/2022.856/22D-Omicron,2022.856,Bhutan,22D-Omicron,GISAID
hCoV-19/Brunei/7122182165/2022.851/22D-Omicron,2022.851,Brunei,22D-Omicron,GISAID
hCoV-19/Bangladesh/icddrb-CoV12285/2022.648/22D-Omicron,2022.648,Bangladesh,22D-Omicron,GISAID
hCoV-19/Singapore/11466/2022.678/22D-Omicron,2022.678,Singapore,22D-Omicron,GISAID
hCoV-19/SaintLucia/168225/2022.832/22D-Omicron,2022.832,SaintLucia,22D-Omicron,GISAID
hCoV-19/Kuwait/batch2-Sample63/2022.697/22D-Omicron,2022.697,Kuwait,22D-Omicron,GISAID
hCoV-19/India/KA-18413/2022.632/22D-Omicron,2022.632,India,22D-Omicron,GISAID
hCoV-19/Iraq/BG-USAFSAM-S20951/2022.889/22D-Omicron,2022.889,Iraq,22D-Omicron,GISAID
hCoV-19/Iceland/L-1952/2022.801/22D-Omicron,2022.801,Iceland,22D-Omicron,GISAID
hCoV-19/Cambodia/939896/2022.955/22D-Omicron,2022.955,Cambodia,22D-Omicron,GISAID
hCoV-19/Cambodia/294399/2023.144/22D-Omicron,2023.144,Cambodia,22D-Omicron,GISAID
hCoV-19/Laos/LOMWRU-0876/2022.895/22D-Omicron,2022.895,Laos,22D-Omicron,GISAID
hCoV-19/Taiwan/CDC-F79108/2023.141/22D-Omicron,2023.141,Taiwan,22D-Omicron,GISAID
hCoV-19/BosniaandHerzegovina/73/2023.048/22D-Omicron,2023.048,BosniaandHerzegovina,22D-Omicron,GISAID
hCoV-19/Moldova/Nr-24072/2022.938/22D-Omicron,2022.938,Moldova,22D-Omicron,GISAID
hCoV-19/Laos/LOMWRU-0937/2022.927/22D-Omicron,2022.927,Laos,22D-Omicron,GISAID
hCoV-19/Vietnam/BMH-519001/2023.116/22D-Omicron,2023.116,Vietnam,22D-Omicron,GISAID
hCoV-19/Myanmar/DMR-22111/2023.042/22D-Omicron,2023.042,Myanmar,22D-Omicron,GISAID
hCoV-19/Laos/LOMWRU-0865/2022.878/22D-Omicron,2022.878,Laos,22D-Omicron,GISAID
hCoV-19/Laos/LOMWRU-0873/2022.897/22D-Omicron,2022.897,Laos,22D-Omicron,GISAID
hCoV-19/Singapore/R4MR139/2023.023/22D-Omicron,2023.023,Singapore,22D-Omicron,GISAID
hCoV-19/Vietnam/OUCRU-S06-M161/2022.93/22D-Omicron,2022.93,Vietnam,22D-Omicron,GISAID
hCoV-19/Cambodia/261352/2022.758/22D-Omicron,2022.758,Cambodia,22D-Omicron,GISAID
hCoV-19/Vietnam/KH2023_001/2023.1/22D-Omicron,2023.1,Vietnam,22D-Omicron,GISAID
hCoV-19/Ukraine/74969/2023.127/22D-Omicron,2023.127,Ukraine,22D-Omicron,GISAID
hCoV-19/Mozambique/INS-PCS0029169/2022.993/22F-Omicron,2022.993,Mozambique,22F-Omicron,GISAID
hCoV-19/Morocco/FMP565/2022.76/22F-Omicron,2022.76,Morocco,22F-Omicron,GISAID
hCoV-19/Mexico/CHP_IBT_IMSS_04401/2023.026/22F-Omicron,2023.026,Mexico,22F-Omicron,GISAID
hCoV-19/India/KA-ICMR-VRDL-MYS-24937/2022.9/22F-Omicron,2022.9,India,22F-Omicron,GISAID
hCoV-19/Peru/LIM-INS-40149/2023.07/22F-Omicron,2023.07,Peru,22F-Omicron,GISAID
hCoV-19/Peru/JUN-INS-41780/2023.163/22F-Omicron,2023.163,Peru,22F-Omicron,GISAID
hCoV-19/Peru/LIM-INS-42035/2023.122/22F-Omicron,2023.122,Peru,22F-Omicron,GISAID
hCoV-19/USA/OK-CDC-VSX-A064008/2023.149/22F-Omicron,2023.149,USA,22F-Omicron,GISAID
hCoV-19/Pakistan/IDRL-AKU-KHI-81389-S17/2022.99/22F-Omicron,2022.99,Pakistan,22F-Omicron,GISAID
hCoV-19/Pakistan/IDRL-AKU-KHI-80947-S9/2022.927/22F-Omicron,2022.927,Pakistan,22F-Omicron,GISAID
hCoV-19/Philippines/PH-VUI-148053/2023.177/22F-Omicron,2023.177,Philippines,22F-Omicron,GISAID
hCoV-19/Bangladesh/icddrb-TND-05-1176/2022.848/22F-Omicron,2022.848,Bangladesh,22F-Omicron,GISAID
