Isolate,Accession_number,Collection_time,Country,Continent,Clade,Source
ERR234649,ERR234649,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234630,ERR234630,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144573,ERR144573,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228066,ERR228066,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108494,ERR108494,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158615,ERR158615,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229999,ERR229999,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108506,ERR108506,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229920,ERR229920,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067594,ERR067594,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067595,ERR067595,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133926,ERR133926,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158577,ERR158577,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR117457,ERR117457,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067637,ERR067637,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108470,ERR108470,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133958,ERR133958,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144610,ERR144610,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137252,ERR137252,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133983,ERR133983,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234591,ERR234591,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133979,ERR133979,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158609,ERR158609,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067655,ERR067655,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229945,ERR229945,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158605,ERR158605,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144567,ERR144567,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158616,ERR158616,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228062,ERR228062,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067647,ERR067647,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234658,ERR234658,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137193,ERR137193,2009,Samara, Russia,Europe,CAS,Casali et al. (2014)
ERR234695,ERR234695,2009,Samara, Russia,Europe,CAS,Casali et al. (2014)
ERR158604,ERR158604,2009,Samara, Russia,Europe,CAS,Casali et al. (2014)
ERR158610,ERR158610,2009,Samara, Russia,Europe,CAS,Casali et al. (2014)
ERR067697,ERR067697,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR108474,ERR108474,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR133800,ERR133800,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR133942,ERR133942,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR067603,ERR067603,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR108480,ERR108480,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR133878,ERR133878,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR133818,ERR133818,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR229941,ERR229941,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR229938,ERR229938,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR108449,ERR108449,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR137266,ERR137266,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR228044,ERR228044,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR133961,ERR133961,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR144559,ERR144559,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR144618,ERR144618,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR229950,ERR229950,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR067670,ERR067670,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR234580,ERR234580,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR234684,ERR234684,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR133965,ERR133965,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR133971,ERR133971,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR108461,ERR108461,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR137228,ERR137228,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR229925,ERR229925,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR228038,ERR228038,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR137256,ERR137256,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR133877,ERR133877,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR144576,ERR144576,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR133850,ERR133850,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR067617,ERR067617,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR108459,ERR108459,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR067616,ERR067616,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR108482,ERR108482,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR229932,ERR229932,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR230003,ERR230003,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR067730,ERR067730,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR133883,ERR133883,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR234631,ERR234631,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR137202,ERR137202,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR229954,ERR229954,2009,Samara, Russia,Europe,Euro_American_Harleem,Casali et al. (2014)
ERR158599,ERR158599,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067675,ERR067675,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067751,ERR067751,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108445,ERR108445,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229987,ERR229987,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228053,ERR228053,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234587,ERR234587,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067734,ERR067734,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133832,ERR133832,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234634,ERR234634,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229959,ERR229959,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234558,ERR234558,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133822,ERR133822,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067703,ERR067703,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228008,ERR228008,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234636,ERR234636,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108444,ERR108444,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133801,ERR133801,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR227998,ERR227998,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228016,ERR228016,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR144578,ERR144578,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229958,ERR229958,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133870,ERR133870,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228021,ERR228021,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR047885,ERR047885,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133937,ERR133937,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228026,ERR228026,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR144613,ERR144613,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR137224,ERR137224,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234588,ERR234588,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133833,ERR133833,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133874,ERR133874,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR137251,ERR137251,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067732,ERR067732,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234594,ERR234594,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234627,ERR234627,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108425,ERR108425,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133849,ERR133849,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR229988,ERR229988,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234654,ERR234654,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067728,ERR067728,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067733,ERR067733,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR229953,ERR229953,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR137274,ERR137274,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067615,ERR067615,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133834,ERR133834,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR108485,ERR108485,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067577,ERR067577,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067691,ERR067691,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067609,ERR067609,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133911,ERR133911,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067752,ERR067752,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR228001,ERR228001,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234669,ERR234669,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR108472,ERR108472,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234561,ERR234561,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234572,ERR234572,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234686,ERR234686,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR108437,ERR108437,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR144603,ERR144603,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234691,ERR234691,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067629,ERR067629,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067748,ERR067748,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR144605,ERR144605,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234616,ERR234616,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR229981,ERR229981,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067632,ERR067632,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067757,ERR067757,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234577,ERR234577,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR108429,ERR108429,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234674,ERR234674,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR158573,ERR158573,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067731,ERR067731,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234586,ERR234586,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067636,ERR067636,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067700,ERR067700,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067684,ERR067684,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133819,ERR133819,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR229985,ERR229985,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067677,ERR067677,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR144598,ERR144598,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067596,ERR067596,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR227997,ERR227997,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234693,ERR234693,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR144624,ERR144624,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR158614,ERR158614,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR137233,ERR137233,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR228058,ERR228058,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234564,ERR234564,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133838,ERR133838,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067645,ERR067645,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133812,ERR133812,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR137250,ERR137250,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133969,ERR133969,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR144555,ERR144555,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR137270,ERR137270,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067753,ERR067753,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR229972,ERR229972,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133804,ERR133804,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133809,ERR133809,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR108497,ERR108497,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133921,ERR133921,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR227985,ERR227985,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234648,ERR234648,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR227991,ERR227991,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR144604,ERR144604,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133952,ERR133952,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR234697,ERR234697,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067725,ERR067725,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133823,ERR133823,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067606,ERR067606,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR158582,ERR158582,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR227992,ERR227992,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR229986,ERR229986,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR229979,ERR229979,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR137239,ERR137239,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR137245,ERR137245,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR108456,ERR108456,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067597,ERR067597,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR144569,ERR144569,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR144565,ERR144565,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067657,ERR067657,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR137196,ERR137196,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR108509,ERR108509,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR067661,ERR067661,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133858,ERR133858,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR117451,ERR117451,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133967,ERR133967,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR137214,ERR137214,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133978,ERR133978,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR230002,ERR230002,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR229919,ERR229919,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR133981,ERR133981,2009,Samara, Russia,Europe,Euro_American_Ural,Casali et al. (2014)
ERR108451,ERR108451,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR108483,ERR108483,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR144547,ERR144547,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR228031,ERR228031,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067767,ERR067767,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067729,ERR067729,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067747,ERR067747,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR108487,ERR108487,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR108446,ERR108446,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067607,ERR067607,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR228030,ERR228030,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133811,ERR133811,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067634,ERR067634,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067706,ERR067706,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133949,ERR133949,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR234665,ERR234665,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR229973,ERR229973,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR234687,ERR234687,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR229927,ERR229927,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR234667,ERR234667,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133876,ERR133876,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067679,ERR067679,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133922,ERR133922,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR144627,ERR144627,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133917,ERR133917,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133903,ERR133903,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR137284,ERR137284,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR137209,ERR137209,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR228036,ERR228036,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR117452,ERR117452,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR158579,ERR158579,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133887,ERR133887,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR108512,ERR108512,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067599,ERR067599,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR229989,ERR229989,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR137201,ERR137201,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR158595,ERR158595,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR158584,ERR158584,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR229944,ERR229944,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067585,ERR067585,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133846,ERR133846,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067683,ERR067683,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR228011,ERR228011,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR229917,ERR229917,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR234614,ERR234614,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133962,ERR133962,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR144544,ERR144544,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133912,ERR133912,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR228069,ERR228069,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR229928,ERR229928,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR137200,ERR137200,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067716,ERR067716,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067737,ERR067737,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR234689,ERR234689,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133985,ERR133985,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067658,ERR067658,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067601,ERR067601,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR144621,ERR144621,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067727,ERR067727,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR137258,ERR137258,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR227988,ERR227988,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR228005,ERR228005,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067624,ERR067624,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR229934,ERR229934,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133920,ERR133920,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR229943,ERR229943,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133824,ERR133824,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133956,ERR133956,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067591,ERR067591,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067690,ERR067690,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133851,ERR133851,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR158601,ERR158601,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067612,ERR067612,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR047881,ERR047881,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR108422,ERR108422,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR117466,ERR117466,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR227990,ERR227990,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR228009,ERR228009,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067664,ERR067664,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR229983,ERR229983,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR117450,ERR117450,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR137280,ERR137280,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR067693,ERR067693,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR133977,ERR133977,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR228033,ERR228033,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR228034,ERR228034,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR234685,ERR234685,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
